name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,brand,model,model_variants,km_driven_bin,engine_bin,mileage_bin
Hyundai Grand i10 1.2 Kappa Magna AT,2016,475000,45629,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197,81.86,5.0,Hyundai,Grand,i10 1.2 Kappa Magna AT,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998,118.35,5.0,Hyundai,Venue,SX Plus Turbo DCT BSIV,0 km - 10000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354,187.4,5.0,Honda,CR-V,2.4L 4WD AT AVN,50000 km - 60000 km,2300 cc - 2400 cc,10 kmpl - 15 kmpl
Mahindra Bolero Power Plus SLE,2019,740000,35000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra,Bolero,Power Plus SLE,30000 km - 40000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Mahindra KUV 100 G80 K2,2018,400000,15000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6.0,Mahindra,KUV,100 G80 K2,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI Optional,2018,430000,14000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti,Wagon,R LXI Optional,10000 km - 20000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Mahindra XUV300 W8 Option BSIV,2019,1132000,20000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,5.0,Mahindra,XUV300,W8 Option BSIV,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI BS IV,2017,352000,68850,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5.0,Maruti,Wagon,R LXI BS IV,60000 km - 70000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Tata Tiago 1.2 Revotron XE,2016,252999,45775,Petrol,Dealer,Manual,First Owner,23.84,1199,84.0,5.0,Tata,Tiago,1.2 Revotron XE,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Chevrolet Spark 1.0 LT,2012,80000,70000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5.0,Chevrolet,Spark,1.0 LT,60000 km - 70000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI,2015,313000,68203,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti,Wagon,R LXI,60000 km - 70000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 SportZ Edition,2014,380000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5.0,Hyundai,Grand,i10 SportZ Edition,20000 km - 30000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Renault KWID RXL,2018,350000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXL,20000 km - 30000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Renault Duster 85PS Diesel RxE,2016,600000,90000,Diesel,Individual,Manual,Second Owner,19.87,1461,83.8,5.0,Renault,Duster,85PS Diesel RxE,80000 km - 90000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Tata Manza Aqua Quadrajet,2011,88000,97343,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,5.0,Tata,Manza,Aqua Quadrajet,90000 km - 100000 km,1200 cc - 1300 cc,15 kmpl - 20 kmpl
Maruti Omni 8 Seater BSII,2008,160000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,35.0,8.0,Maruti,Omni,8 Seater BSII,60000 km - 70000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Hyundai i10 Sportz,2014,290000,31000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai,i10,Sportz,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Mahindra Scorpio S4 7 Seater,2014,650000,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7.0,Mahindra,Scorpio,S4 7 Seater,60000 km - 70000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Maruti Eeco CNG 5 Seater AC BSIV,2015,380000,20000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5.0,Maruti,Eeco,CNG 5 Seater AC BSIV,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai EON D Lite Plus,2014,180000,62000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai,EON,D Lite Plus,60000 km - 70000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Maruti 800 AC,2008,75000,29000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti,800,AC,20000 km - 30000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Tata Safari DICOR 2.2 LX 4x2,2012,132000,82507,Diesel,Dealer,Manual,First Owner,13.93,2179,138.03,7.0,Tata,Safari,DICOR 2.2 LX 4x2,80000 km - 90000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Chevrolet Beat LS,2010,110000,60000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5.0,Chevrolet,Beat,LS,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Alto K10 VXI,2018,390000,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti,Alto,K10 VXI,0 km - 10000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Hyundai i20 Asta 1.2,2015,550000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai,i20,Asta 1.2,60000 km - 70000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti 800 AC BSIII,2008,70000,59400,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4.0,Maruti,800,AC BSIII,50000 km - 60000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Hyundai EON Era Plus,2013,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai,EON,Era Plus,10000 km - 20000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Maruti SX4 Vxi BSIII,2009,250000,125876,Petrol,Individual,Manual,Second Owner,15.0,1586,104.68,5.0,Maruti,SX4,Vxi BSIII,120000 km - 130000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368,160.77,5.0,Jeep,Compass,1.4 Limited Plus BSIV,0 km - 10000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,7.0,Tata,Sumo,MKII GX BS IV,80000 km - 90000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Isuzu D-Max V-Cross 4X4,2017,1250000,56800,Diesel,Individual,Manual,First Owner,12.4,2499,134.0,5.0,Isuzu,D-Max,V-Cross 4X4,50000 km - 60000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Audi A4 2.0 TDI,2014,1500000,60000,Diesel,Individual,Automatic,First Owner,16.55,1968,147.51,5.0,Audi,A4,2.0 TDI,50000 km - 60000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,Toyota,Innova,Crysta 2.5 VX BS IV,50000 km - 60000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Toyota Fortuner 4x2 Manual,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,7.0,Toyota,Fortuner,4x2 Manual,140000 km - 150000 km,nan,10 kmpl - 15 kmpl
Maruti Celerio VXI AT,2014,325000,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998,67.04,5.0,Maruti,Celerio,VXI AT,60000 km - 70000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998,118.35,5.0,Hyundai,Venue,SX Plus Dual Tone Turbo DCT,0 km - 10000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Maruti Swift AMT ZXI,2018,655000,15732,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT ZXI,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Mahindra Thar DI 4X4,2019,890000,13000,Diesel,Dealer,Manual,First Owner,18.06,2523,63.0,7.0,Mahindra,Thar,DI 4X4,10000 km - 20000 km,2500 cc - 2600 cc,15 kmpl - 20 kmpl
Maruti Ignis 1.2 Zeta BSIV,2018,525000,33000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5.0,Maruti,Ignis,1.2 Zeta BSIV,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai i10 Magna 1.1L,2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai,i10,Magna 1.1L,90000 km - 100000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
BMW 3 Series 320d GT Luxury Line,2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995,187.74,5.0,BMW,3,Series 320d GT Luxury Line,30000 km - 40000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,5.0,BMW,5,Series 520d Luxury Line,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Honda City i VTEC VX,2018,925000,28900,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,5.0,Honda,City,i VTEC VX,20000 km - 30000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Honda City 1.5 S MT,2017,675000,49523,Petrol,Dealer,Manual,First Owner,17.0,1497,118.0,5.0,Honda,City,1.5 S MT,40000 km - 50000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Vitara Brezza VDi,2018,745000,48000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza VDi,40000 km - 50000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Vitara Brezza ZDi,2018,835000,17000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza ZDi,10000 km - 20000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5.0,Volkswagen,Polo,1.5 TDI Comfortline,30000 km - 40000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Maruti Vitara Brezza LDi Option,2018,725000,36521,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza LDi Option,30000 km - 40000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire VXI 1.2 BS IV,2017,620000,90000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,Dzire VXI 1.2 BS IV,80000 km - 90000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Zen Classic,1998,58000,80000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5.0,Maruti,Zen,Classic,70000 km - 80000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Nissan Sunny Diesel XL,2014,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461,84.8,5.0,Nissan,Sunny,Diesel XL,70000 km - 80000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Mahindra XUV500 W6 2WD,2011,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra,XUV500,W6 2WD,100000 km - 110000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Renault Duster 85PS Diesel RxL,2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5.0,Renault,Duster,85PS Diesel RxL,70000 km - 80000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Ciaz ZXi Plus,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Maruti,Ciaz,ZXi Plus,30000 km - 40000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Hyundai Creta 1.6 CRDi SX Option,2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi SX Option,40000 km - 50000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Renault KWID Climber 1.0 MT BSIV,2019,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault,KWID,Climber 1.0 MT BSIV,30000 km - 40000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5.0,Hyundai,Creta,1.6 SX Option Executive,10000 km - 20000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Maruti Ciaz Delta BSIV,2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462,103.25,5.0,Maruti,Ciaz,Delta BSIV,20000 km - 30000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Hyundai Creta 1.6 CRDi SX,2015,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi SX,100000 km - 110000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Audi Q5 3.0 TDI Quattro,2014,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967,241.4,5.0,Audi,Q5,3.0 TDI Quattro,70000 km - 80000 km,nan,10 kmpl - 15 kmpl
Hyundai i10 Magna,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai,i10,Magna,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai EON Magna Plus,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai,EON,Magna Plus,40000 km - 50000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7.0,Tata,Hexa,XT,40000 km - 50000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Maruti Alto 800 LX,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti,Alto,800 LX,10000 km - 20000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Toyota Innova 2.5 GX 8 STR,2012,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Toyota,Innova,2.5 GX 8 STR,80000 km - 90000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,Mahindra,Thar,CRDe,30000 km - 40000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Mahindra Scorpio 1.99 S4,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Mahindra,Scorpio,1.99 S4,60000 km - 70000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Hyundai i20 Asta 1.4 CRDi,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5.0,Hyundai,i20,Asta 1.4 CRDi,100000 km - 110000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Mahindra Scorpio LX,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9.0,Mahindra,Scorpio,LX,110000 km - 120000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Maruti SX4 Celebration Diesel,2011,242000,120000,Diesel,Individual,Manual,First Owner,21.5,1248,88.8,5.0,Maruti,SX4,Celebration Diesel,110000 km - 120000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Renault KWID RXT,2017,350000,35000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5.0,Renault,KWID,RXT,30000 km - 40000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Tata Tigor 1.2 Revotron XT,2018,400000,22000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tata,Tigor,1.2 Revotron XT,20000 km - 30000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Wagon R VXI Optional,2017,400000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti,Wagon,R VXI Optional,60000 km - 70000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Chevrolet Sail 1.3 LS,2013,246000,56000,Diesel,Dealer,Manual,First Owner,22.1,1248,74.0,5.0,Chevrolet,Sail,1.3 LS,50000 km - 60000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Tata Indigo CS LS (TDI) BS-III,2014,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405,69.01,5.0,Tata,Indigo,CS LS (TDI) BS-III,60000 km - 70000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Ford Endeavour 2.5L 4X2,2013,700000,62000,Diesel,Dealer,Manual,First Owner,13.1,2499,141.0,7.0,Ford,Endeavour,2.5L 4X2,60000 km - 70000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Toyota Fortuner 4x4 AT,2016,1750000,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982,168.5,7.0,Toyota,Fortuner,4x4 AT,50000 km - 60000 km,nan,10 kmpl - 15 kmpl
Hyundai Xcent 1.2 CRDi SX,2017,550000,49000,Diesel,Dealer,Manual,First Owner,25.4,1186,73.97,5.0,Hyundai,Xcent,1.2 CRDi SX,40000 km - 50000 km,1100 cc - 1200 cc,25 kmpl - 30 kmpl
Maruti Ciaz VDi Plus SHVS,2015,550000,50000,Diesel,Dealer,Manual,Second Owner,28.09,1248,88.5,5.0,Maruti,Ciaz,VDi Plus SHVS,40000 km - 50000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Maruti Swift VDI,2013,375000,65000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5.0,Maruti,Swift,VDI,60000 km - 70000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai Xcent 1.1 CRDi Base,2015,391000,55000,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,5.0,Hyundai,Xcent,1.1 CRDi Base,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Mercedes-Benz B Class B200 CDI Sport,2015,2051000,35000,Diesel,Dealer,Automatic,Second Owner,19.7,2143,134.1,5.0,Mercedes-Benz,B,Class B200 CDI Sport,30000 km - 40000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Tata Aria Pure LX 4x2,2014,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179,147.9,7.0,Tata,Aria,Pure LX 4x2,70000 km - 80000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Hyundai Verna CRDi SX,2007,212000,58000,Diesel,Dealer,Manual,Second Owner,16.8,1493,110.0,5.0,Hyundai,Verna,CRDi SX,50000 km - 60000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,25.44,936,57.6,5.0,Chevrolet,Beat,Diesel LT,50000 km - 60000 km,900 cc - 1000 cc,25 kmpl - 30 kmpl
Fiat Linea Emotion (Diesel),2010,265000,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248,91.7,5.0,Fiat,Linea,Emotion (Diesel),60000 km - 70000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Renault Scala Diesel RxL,2013,399000,61000,Diesel,Dealer,Manual,Second Owner,21.64,1461,84.8,5.0,Renault,Scala,Diesel RxL,60000 km - 70000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Hyundai Getz 1.5 CRDi GVS,2008,175000,61000,Diesel,Dealer,Manual,Second Owner,17.1,1493,110.0,5.0,Hyundai,Getz,1.5 CRDi GVS,60000 km - 70000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Skoda Rapid 1.6 TDI Elegance,2011,411000,64481,Diesel,Dealer,Manual,Second Owner,20.5,1598,103.5,5.0,Skoda,Rapid,1.6 TDI Elegance,60000 km - 70000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Volkswagen Vento Diesel Comfortline,2011,365000,65000,Diesel,Dealer,Manual,Second Owner,20.54,1598,103.6,5.0,Volkswagen,Vento,Diesel Comfortline,60000 km - 70000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
BMW 5 Series 520d Sport Line,2009,975000,80000,Diesel,Dealer,Automatic,Second Owner,22.48,1995,187.74,5.0,BMW,5,Series 520d Sport Line,70000 km - 80000 km,1900 cc - 2000 cc,20 kmpl - 25 kmpl
Nissan Sunny XV D,2015,499000,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461,84.8,5.0,Nissan,Sunny,XV D,60000 km - 70000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Mercedes-Benz M-Class ML 350 CDI,2014,2575000,70000,Diesel,Individual,Automatic,First Owner,11.74,2987,254.8,5.0,Mercedes-Benz,M-Class,ML 350 CDI,60000 km - 70000 km,nan,10 kmpl - 15 kmpl
Chevrolet Spark 1.0,2009,145000,30000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,Chevrolet,Spark,1.0,20000 km - 30000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Tata Indica Vista Aqua TDI BSIII,2011,200000,200000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5.0,Tata,Indica,Vista Aqua TDI BSIII,190000 km - 200000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Audi Q3 2.0 TDI Quattro Premium Plus,2014,1200000,230000,Diesel,Individual,Automatic,First Owner,15.73,1968,174.33,5.0,Audi,Q3,2.0 TDI Quattro Premium Plus,220000 km - 230000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Hyundai EON 1.0 Magna Plus Option O,2016,280000,100000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5.0,Hyundai,EON,1.0 Magna Plus Option O,90000 km - 100000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,450000,95000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8.0,Mahindra,Scorpio,VLS AT 2.2 mHAWK,90000 km - 100000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Honda City 2017-2020 EXi,2006,150000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5.0,Honda,City,2017-2020 EXi,130000 km - 140000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Honda Mobilio S i VTEC,2017,600000,70000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,7.0,Honda,Mobilio,S i VTEC,60000 km - 70000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Renault KWID RXT Optional,2016,275000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXT Optional,50000 km - 60000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Tata Manza Aura Quadrajet,2010,110000,88000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5.0,Tata,Manza,Aura Quadrajet,80000 km - 90000 km,1200 cc - 1300 cc,15 kmpl - 20 kmpl
Mahindra XUV500 W8 4WD,2012,500000,200000,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W8 4WD,190000 km - 200000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Mahindra XUV500 W8 4WD,2012,700000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W8 4WD,50000 km - 60000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
BMW 3 Series 320d Corporate Edition,2012,900000,155000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,4.0,BMW,3,Series 320d Corporate Edition,150000 km - 160000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Maruti Wagon R VXI,2005,150000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Maruti,Wagon,R VXI,70000 km - 80000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Nissan Sunny XV,2013,275000,80000,Petrol,Individual,Manual,Third Owner,16.95,1498,97.7,5.0,Nissan,Sunny,XV,70000 km - 80000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Swift VDI,2014,455000,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5.0,Maruti,Swift,VDI,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai Creta 1.6 CRDi SX Plus,2015,900000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi SX Plus,40000 km - 50000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Maruti Swift VDI BSIV,2014,455000,40000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti,Swift,VDI BSIV,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Honda City i DTec SV,2017,650000,47000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5.0,Honda,City,i DTec SV,40000 km - 50000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,551000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5.0,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,650000,49060,Diesel,Individual,Manual,First Owner,22.0,1498,108.495,5.0,Volkswagen,Ameo,1.5 TDI Highline 16 Alloy,40000 km - 50000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Hyundai i20 Asta 1.2,2015,600000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai,i20,Asta 1.2,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Alto 800 LXI,2013,235000,18000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI,10000 km - 20000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5.0,Ford,Ecosport,1.5 DV5 MT Trend,30000 km - 40000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Hyundai Creta 1.6 CRDi SX Option,2016,1050000,80000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi SX Option,70000 km - 80000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Tata Nano LX SE,2012,45000,28000,Petrol,Individual,Manual,Second Owner,25.4,624,37.5,4.0,Tata,Nano,LX SE,20000 km - 30000 km,600 cc - 700 cc,25 kmpl - 30 kmpl
