brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,model,km_driven_binned,engine_binned,mileage_binned,max_power_binned
Tata,2010,200000,175000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5.0,Indigo,170000-179999,1300-1399,15-19.990000000000002,60-79
Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,70000-79999,1100-1199,20-24.990000000000002,60-79
Mahindra,2011,370000,91863,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,Bolero,90000-99999,2500-2599,15-19.990000000000002,60-79
Tata,2008,250000,100000,Petrol,Individual,Manual,First Owner,15.2,1193,65.0,5.0,Indigo,100000-109999,1100-1199,15-19.990000000000002,60-79
Renault,2016,290000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,10000-19999,700-799,25-29.990000000000002,40-59
Maruti,2018,900000,35000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Ertiga,30000-39999,1200-1299,20-24.990000000000002,80-99
Ford,2013,325000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1,5.0,Figo,120000-129999,1300-1399,20-24.990000000000002,60-79
Hyundai,2016,425000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Grand,30000-39999,1100-1199,15-19.990000000000002,80-99
Renault,2016,315000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,60000-69999,700-799,25-29.990000000000002,40-59
Maruti,2014,300000,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,70000-79999,900-999,20-24.990000000000002,60-79
Hyundai,2013,325000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,70000-79999,1100-1199,20-24.990000000000002,60-79
Hyundai,2016,900000,130000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Creta,130000-139999,1300-1399,20-24.990000000000002,80-99
Hyundai,2016,950000,133000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Creta,130000-139999,1300-1399,20-24.990000000000002,80-99
Volkswagen,2010,320000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5.0,Vento,120000-129999,1500-1599,20-24.990000000000002,100-119
Volkswagen,2019,500000,20000,Petrol,Individual,Manual,First Owner,19.44,999,75.0,5.0,Ameo,20000-29999,900-999,15-19.990000000000002,60-79
Ford,2012,290000,25000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5.0,Figo,20000-29999,1100-1199,15-19.990000000000002,60-79
Tata,2012,60000,90000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4.0,Nano,90000-99999,600-699,25-29.990000000000002,20-39
Maruti,2009,120000,140000,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5.0,A-Star,140000-149999,900-999,15-19.990000000000002,60-79
Honda,2017,850000,103000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5.0,City,100000-109999,1400-1499,25-29.990000000000002,80-99
Toyota,2017,1750000,23000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7.0,Innova,20000-29999,2300-2399,10-14.99,140-159
Honda,2015,600000,128000,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5.0,City,120000-129999,1400-1499,25-29.990000000000002,80-99
Volkswagen,2015,620000,33000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5.0,Polo,30000-39999,1400-1499,20-24.990000000000002,80-99
Maruti,2009,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,70000-79999,700-799,15-19.990000000000002,40-59
Hyundai,2011,150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,0.0,1086,62.0,5.0,Santro,40000-49999,1000-1099,0-4.99,60-79
Tata,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396,99.6,5.0,Indigo,40000-49999,1300-1399,10-14.99,80-99
Tata,2011,200000,80000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5.0,Indica,80000-89999,1400-1499,15-19.990000000000002,60-79
Maruti,2015,730000,70000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5.0,Ciaz,70000-79999,1200-1299,25-29.990000000000002,80-99
Toyota,2013,800000,100000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,Innova,100000-109999,2400-2499,10-14.99,100-119
Mahindra,2009,300000,90000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,8.0,Xylo,90000-99999,2400-2499,10-14.99,100-119
Ford,2012,190000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,Figo,110000-119999,1300-1399,20-24.990000000000002,60-79
Honda,2011,350000,50000,Petrol,Individual,Manual,First Owner,15.5,1799,132.0,5.0,Civic,50000-59999,1700-1799,15-19.990000000000002,120-139
Hyundai,2015,509999,62000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5.0,Xcent,60000-69999,1100-1199,20-24.990000000000002,60-79
Maruti,2012,400000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Ertiga,90000-99999,1200-1299,20-24.990000000000002,80-99
Toyota,2013,800000,80000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7.0,Innova,80000-89999,2400-2499,10-14.99,100-119
Hyundai,2016,930000,47552,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5.0,Creta,40000-49999,1500-1599,15-19.990000000000002,120-139
Maruti,2016,720000,40000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5.0,Vitara,40000-49999,1200-1299,20-24.990000000000002,80-99
Ford,2011,225000,15000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5.0,Figo,10000-19999,1100-1199,15-19.990000000000002,60-79
Ford,2019,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,20000-29999,1400-1499,20-24.990000000000002,80-99
Hyundai,2018,530000,52000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,i20,50000-59999,1100-1199,15-19.990000000000002,80-99
Hyundai,2016,470000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,70000-79999,1100-1199,15-19.990000000000002,80-99
Mahindra,2017,650000,110000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Bolero,110000-119999,2500-2599,15-19.990000000000002,60-79
Tata,2014,540000,77500,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,7.0,Safari,70000-79999,2100-2199,10-14.99,120-139
Maruti,2015,459999,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5.0,Swift,100000-109999,1200-1299,25-29.990000000000002,60-79
Renault,2019,325000,14700,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,10000-19999,700-799,25-29.990000000000002,40-59
Maruti,2016,240000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5.0,Omni,40000-49999,700-799,15-19.990000000000002,20-39
Mahindra,2017,400000,32000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6.0,KUV,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2004,70000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,70000-79999,700-799,15-19.990000000000002,40-59
Maruti,2009,250000,80000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5.0,Swift,80000-89999,1200-1299,15-19.990000000000002,80-99
Toyota,2014,910000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,Innova,80000-89999,2400-2499,10-14.99,100-119
Maruti,2018,720000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Swift,20000-29999,1200-1299,25-29.990000000000002,60-79
Maruti,2015,590000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Swift,50000-59999,1200-1299,25-29.990000000000002,60-79
Chevrolet,2015,434000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10.0,Tavera,120000-129999,2400-2499,10-14.99,60-79
Mahindra,2006,145000,170000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,Bolero,170000-179999,2500-2599,10-14.99,60-79
Mahindra,2018,445000,19700,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5.0,KUV,10000-19999,1100-1199,15-19.990000000000002,80-99
Hyundai,2011,191000,70000,LPG,Individual,Manual,First Owner,13.45,1086,62.1,5.0,Santro,70000-79999,1000-1099,10-14.99,60-79
Ford,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83,1498,99.0,5.0,Figo,50000-59999,1400-1499,25-29.990000000000002,80-99
Maruti,2005,65000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Wagon,90000-99999,900-999,15-19.990000000000002,60-79
Ford,2015,300000,140000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5.0,Figo,140000-149999,1300-1399,20-24.990000000000002,60-79
Mahindra,2003,125000,120000,Diesel,Individual,Manual,Third Owner,12.7,2609,116.6,8.0,Scorpio,120000-129999,2600-2699,10-14.99,100-119
Tata,2017,520000,40000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tigor,40000-49999,1100-1199,20-24.990000000000002,80-99
Maruti,2014,190000,70000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5.0,Alto,70000-79999,700-799,20-24.990000000000002,40-59
Datsun,2018,310000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,RediGO,0-9999,900-999,20-24.990000000000002,60-79
Toyota,2012,750000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Innova,90000-99999,2400-2499,10-14.99,100-119
Mahindra,2016,750000,110000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7.0,TUV,110000-119999,1400-1499,15-19.990000000000002,100-119
Maruti,2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,10000-19999,900-999,20-24.990000000000002,60-79
Maruti,2020,360000,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5.0,Alto,0-9999,700-799,20-24.990000000000002,40-59
Renault,2017,285000,5000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,0-9999,700-799,25-29.990000000000002,40-59
Maruti,2013,160000,70000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Alto,70000-79999,700-799,20-24.990000000000002,40-59
Datsun,2015,229999,60000,Petrol,Individual,Manual,Second Owner,19.44,1198,67.0,7.0,GO,60000-69999,1100-1199,15-19.990000000000002,60-79
Maruti,2007,85000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Alto,120000-129999,700-799,15-19.990000000000002,40-59
Datsun,2018,300000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,RediGO,0-9999,900-999,20-24.990000000000002,60-79
Mahindra,2014,675000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Scorpio,120000-129999,2100-2199,10-14.99,120-139
Mahindra,2014,700000,145241,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Scorpio,140000-149999,2100-2199,10-14.99,120-139
Mahindra,2008,400000,110000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8.0,Scorpio,110000-119999,2600-2699,10-14.99,100-119
Renault,2016,254999,30000,Petrol,Individual,Manual,Third Owner,25.17,799,53.3,5.0,KWID,30000-39999,700-799,25-29.990000000000002,40-59
Mahindra,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7.0,Scorpio,80000-89999,2100-2199,15-19.990000000000002,120-139
Maruti,2013,390000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Swift,100000-109999,1200-1299,20-24.990000000000002,60-79
Toyota,2015,450000,80000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,Etios,80000-89999,1300-1399,20-24.990000000000002,60-79
Toyota,2016,1630000,40000,Diesel,Individual,Automatic,Second Owner,11.36,2755,171.5,7.0,Innova,40000-49999,2700-2799,10-14.99,160-179
Maruti,2017,725000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Vitara,50000-59999,1200-1299,20-24.990000000000002,80-99
Tata,2013,466000,95500,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,7.0,Safari,90000-99999,2100-2199,10-14.99,120-139
Jeep,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16.0,1368,160.0,5.0,Compass,10000-19999,1300-1399,15-19.990000000000002,160-179
Maruti,2014,229999,53473,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,50000-59999,900-999,20-24.990000000000002,60-79
Mahindra,2011,250000,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,63.0,9.0,Bolero,100000-109999,2500-2599,15-19.990000000000002,60-79
Mahindra,2016,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,XUV500,20000-29999,2100-2199,15-19.990000000000002,140-159
Hyundai,2013,220000,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Santro,80000-89999,1000-1099,15-19.990000000000002,60-79
Hyundai,2015,360000,120000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5.0,Xcent,120000-129999,1100-1199,20-24.990000000000002,60-79
Maruti,2018,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,40000-49999,900-999,20-24.990000000000002,60-79
Hyundai,2012,500000,70000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,Verna,70000-79999,1500-1599,20-24.990000000000002,120-139
Chevrolet,2013,145000,90000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5.0,Beat,90000-99999,900-999,25-29.990000000000002,40-59
Chevrolet,2014,300000,51000,Petrol,Individual,Manual,First Owner,18.2,1199,82.5,5.0,Sail,50000-59999,1100-1199,15-19.990000000000002,80-99
Hyundai,2009,180000,87000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5.0,Accent,80000-89999,1400-1499,10-14.99,80-99
Renault,2014,620000,90000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5.0,Duster,90000-99999,1400-1499,15-19.990000000000002,100-119
Toyota,2015,360000,110000,Petrol,Individual,Manual,Third Owner,16.78,1496,88.73,5.0,Etios,110000-119999,1400-1499,15-19.990000000000002,80-99
Hyundai,2010,245000,86000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Santro,80000-89999,1000-1099,15-19.990000000000002,60-79
Ford,2003,130000,80000,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,5.0,Ikon,80000-89999,1500-1599,10-14.99,80-99
Maruti,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,5.0,Esteem,60000-69999,1200-1299,15-19.990000000000002,80-99
Maruti,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,5.0,Esteem,70000-79999,1200-1299,15-19.990000000000002,80-99
Ford,2014,650000,140000,Diesel,Individual,Manual,Second Owner,25.01,1498,89.75,5.0,Fiesta,140000-149999,1400-1499,25-29.990000000000002,80-99
Maruti,2019,610000,18000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Swift,10000-19999,1100-1199,20-24.990000000000002,80-99
Maruti,2015,300000,24000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,20000-29999,900-999,20-24.990000000000002,60-79
Hyundai,2014,425000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Grand,60000-69999,1100-1199,20-24.990000000000002,60-79
Hyundai,2012,450000,150000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,Verna,150000-159999,1500-1599,20-24.990000000000002,120-139
Hyundai,2011,450000,108000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5.0,Verna,100000-109999,1500-1599,20-24.990000000000002,120-139
Hyundai,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,5.0,i10,60000-69999,1100-1199,15-19.990000000000002,60-79
Maruti,2013,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Ertiga,90000-99999,1200-1299,20-24.990000000000002,80-99
Tata,2009,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5.0,Indigo,70000-79999,1300-1399,15-19.990000000000002,60-79
Tata,2014,250000,120000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5.0,Indica,120000-129999,1400-1499,15-19.990000000000002,60-79
Chevrolet,2012,225000,100000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5.0,Beat,100000-109999,900-999,25-29.990000000000002,40-59
Tata,2007,55000,75958,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Indica,70000-79999,1300-1399,15-19.990000000000002,40-59
Maruti,1996,42000,70000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,800,70000-79999,700-799,15-19.990000000000002,20-39
Hyundai,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.6,1991,112.0,7.0,Tucson,120000-129999,1900-1999,10-14.99,100-119
Tata,2007,80000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405,62.0,5.0,Indica,110000-119999,1400-1499,15-19.990000000000002,60-79
Maruti,2016,500000,40000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,Swift,40000-49999,1100-1199,20-24.990000000000002,80-99
Ford,2016,500000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,Figo,70000-79999,1400-1499,25-29.990000000000002,80-99
Maruti,2011,400000,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Swift,60000-69999,1200-1299,20-24.990000000000002,60-79
Mahindra,2013,550000,90000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Bolero,90000-99999,2500-2599,15-19.990000000000002,60-79
Tata,2007,200000,70000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7.0,New,70000-79999,2100-2199,10-14.99,120-139
Hyundai,2012,280000,65000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,i10,60000-69999,1100-1199,20-24.990000000000002,60-79
Maruti,2014,580000,88000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Swift,80000-89999,1200-1299,20-24.990000000000002,60-79
Tata,2009,100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248,90.0,5.0,Manza,80000-89999,1200-1299,15-19.990000000000002,80-99
Mahindra,2014,550000,60000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8.0,Scorpio,60000-69999,2500-2599,10-14.99,60-79
Mahindra,2017,700000,38000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,TUV,30000-39999,1400-1499,15-19.990000000000002,100-119
Tata,2010,150000,80000,Petrol,Individual,Manual,Third Owner,15.0,1368,90.0,5.0,Manza,80000-89999,1300-1399,15-19.990000000000002,80-99
Hyundai,2014,190000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,EON,60000-69999,800-899,20-24.990000000000002,40-59
Mahindra,2013,500000,110000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Bolero,110000-119999,2500-2599,15-19.990000000000002,60-79
Maruti,2017,640000,110000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Swift,110000-119999,1200-1299,25-29.990000000000002,60-79
Skoda,2011,340000,145000,Diesel,Individual,Manual,First Owner,20.86,1199,75.0,5.0,Fabia,140000-149999,1100-1199,20-24.990000000000002,60-79
Hyundai,2019,811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5.0,Elite,40000-49999,1300-1399,20-24.990000000000002,80-99
Maruti,2016,409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5.0,Ritz,120000-129999,1200-1299,20-24.990000000000002,60-79
Maruti,2007,220000,136000,Petrol,Individual,Manual,Second Owner,16.1,1298,88.2,5.0,Swift,130000-139999,1200-1299,15-19.990000000000002,80-99
Tata,2013,170000,120000,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21,5.0,Indica,120000-129999,1400-1499,15-19.990000000000002,40-59
Hyundai,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Elite,20000-29999,1100-1199,15-19.990000000000002,80-99
Mahindra,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7.0,Scorpio,80000-89999,2100-2199,15-19.990000000000002,120-139
Hyundai,2003,80000,40000,Petrol,Individual,Manual,Second Owner,14.4,1599,94.0,5.0,Accent,40000-49999,1500-1599,10-14.99,80-99
Maruti,2014,420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Swift,120000-129999,1200-1299,20-24.990000000000002,60-79
Maruti,2018,899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5.0,S-Cross,30000-39999,1200-1299,25-29.990000000000002,80-99
Datsun,2019,459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198,67.0,5.0,GO,30000-39999,1100-1199,15-19.990000000000002,60-79
Hyundai,2008,150000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5.0,Verna,120000-129999,1400-1499,15-19.990000000000002,100-119
Renault,2017,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,KWID,20000-29999,900-999,20-24.990000000000002,60-79
Toyota,2015,509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5.0,Etios,100000-109999,1300-1399,20-24.990000000000002,60-79
Mahindra,2013,500000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,9.0,Bolero,120000-129999,2500-2599,15-19.990000000000002,60-79
Tata,2017,370000,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Zest,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2013,240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5.0,Alto,40000-49999,900-999,20-24.990000000000002,60-79
Hyundai,2015,530000,100000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,i20,100000-109999,1300-1399,20-24.990000000000002,80-99
Mahindra,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7.0,Scorpio,130000-139999,2100-2199,15-19.990000000000002,120-139
Toyota,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,7.0,Innova,30000-39999,2300-2399,10-14.99,140-159
Hyundai,2014,350000,64000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,i10,60000-69999,1100-1199,20-24.990000000000002,60-79
Mahindra,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7.0,XUV500,70000-79999,2100-2199,15-19.990000000000002,140-159
Hyundai,2011,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5.0,i20,70000-79999,1100-1199,15-19.990000000000002,80-99
Hyundai,2015,350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Grand,100000-109999,1100-1199,15-19.990000000000002,80-99
Maruti,2013,370000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,Swift,90000-99999,1200-1299,20-24.990000000000002,60-79
Maruti,2014,220000,50000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5.0,Swift,50000-59999,1200-1299,15-19.990000000000002,80-99
Mahindra,2017,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6.0,KUV,50000-59999,1100-1199,25-29.990000000000002,60-79
Ford,2017,570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497,121.36,5.0,EcoSport,30000-39999,1400-1499,15-19.990000000000002,120-139
Mahindra,2013,650000,85710,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7.0,XUV500,80000-89999,2100-2199,15-19.990000000000002,140-159
Toyota,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982,171.0,7.0,Fortuner,120000-129999,2900-2999,10-14.99,160-179
Datsun,2018,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5.0,RediGO,10000-19999,700-799,20-24.990000000000002,40-59
Hyundai,2014,320000,15000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,i10,10000-19999,1100-1199,20-24.990000000000002,60-79
Maruti,2017,440000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5.0,Wagon,30000-39999,900-999,20-24.990000000000002,60-79
Hyundai,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,i20,40000-49999,1100-1199,15-19.990000000000002,80-99
Tata,2010,202999,158000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5.0,Manza,150000-159999,1200-1299,15-19.990000000000002,80-99
Hyundai,2012,179000,30000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,EON,30000-39999,800-899,20-24.990000000000002,40-59
Hyundai,2008,140000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,60000-69999,1100-1199,20-24.990000000000002,60-79
Maruti,2008,150000,40000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5.0,Zen,40000-49999,1000-1099,15-19.990000000000002,60-79
Mahindra,2011,440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Bolero,60000-69999,2500-2599,10-14.99,60-79
Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,5.0,Figo,50000-59999,1300-1399,20-24.990000000000002,60-79
Maruti,2014,330000,22000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,20000-29999,900-999,20-24.990000000000002,60-79
Ford,2010,250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5.0,Figo,40000-49999,1100-1199,15-19.990000000000002,60-79
Hyundai,2012,335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,i20,40000-49999,1100-1199,15-19.990000000000002,80-99
Mahindra,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7.0,XUV500,20000-29999,2100-2199,15-19.990000000000002,140-159
Hyundai,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,18.5,1197,80.0,5.0,i20,50000-59999,1100-1199,15-19.990000000000002,80-99
Maruti,2015,550000,29434,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Ciaz,20000-29999,1300-1399,20-24.990000000000002,80-99
Honda,2018,800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5.0,WR-V,20000-29999,1400-1499,25-29.990000000000002,80-99
Tata,2017,380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tiago,20000-29999,1100-1199,20-24.990000000000002,80-99
Renault,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5.0,Duster,40000-49999,1400-1499,20-24.990000000000002,80-99
Maruti,2016,375000,34500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,30000-39999,900-999,20-24.990000000000002,60-79
Honda,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5.0,City,20000-29999,1400-1499,15-19.990000000000002,100-119
Hyundai,2018,650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,10000-19999,1100-1199,15-19.990000000000002,80-99
Nissan,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5.0,Micra,20000-29999,1100-1199,15-19.990000000000002,60-79
